club,id,createdAt,favorites,retweets,text
Manchester City,1583869685887799296,2022-10-22 17:15:34+00:00,1997,163,Time to hear from Manuel Akanji following victory at the Etihad! 💙👇  🔵 3-1 🟠 #ManCity https://t.co/MbLEoyYjjr
Manchester City,1583864723833229312,2022-10-22 16:55:51+00:00,2909,235,This man was everywhere today! 🐝  🔵 3-1 🟠 #ManCity https://t.co/y4Iz99PDhW
Manchester City,1583860610403831808,2022-10-22 16:39:30+00:00,2352,198,💬 @PepTeam on victory this afternoon!  🔵 3-1 🟠 #ManCity https://t.co/orMmBDgX1n
Manchester City,1583854358961102849,2022-10-22 16:14:40+00:00,6881,576,Man of the Match display from @KevinDeBruyne 💪  One word to describe this man today! ⤵️  #ManCity | @EASPORTSFIFA https://t.co/KIpynydgbe
Manchester City,1583850406366453760,2022-10-22 15:58:58+00:00,5348,494,How we're all feeling after that! 😍  🔵 3-1 🟠 #ManCity https://t.co/G9n4OcEMt1
Manchester City,1583849836209586176,2022-10-22 15:56:42+00:00,701,60,Let's hear our Matchday Live crews’ reaction to our 3-1 win over Brighton! 💪 https://t.co/8lpH1GH7nN
Manchester City,1583849473868193796,2022-10-22 15:55:15+00:00,8624,1815,FULL-TIME | All three points! 🤩  🔵 3-1 🟠 #ManCity https://t.co/R6cEAd1M6Y
Manchester City,1583846178067648515,2022-10-22 15:42:09+00:00,9632,755,KDB! 👑  🔵 3-1 🟠 #ManCity https://t.co/WzOYcOx01l
Manchester City,1583845738567434241,2022-10-22 15:40:25+00:00,1404,85,CITY SUB | Here comes La Araña! 🔁  🔵 3-1 🟠 #ManCity https://t.co/tYp5uKhO9y
Manchester City,1583844928123072512,2022-10-22 15:37:11+00:00,1059,69,CITY SUB | Another change for the hosts 🔁  🔵 3-1 🟠 #ManCity https://t.co/pr3bECLWEu
Manchester City,1583844234183905280,2022-10-22 15:34:26+00:00,18665,1827,WHAT A STRIKE!!!  🔵 3-1 🟠 #ManCity https://t.co/6GnX4lsqwf
Manchester City,1583843633815769088,2022-10-22 15:32:03+00:00,865,52,71. Not too far away there! 👀  @Laporte rises the highest from a corner and nods his effort just wide of the mark.  🔵 2-1 🟠 #ManCity
Manchester City,1583840754639994883,2022-10-22 15:20:36+00:00,1330,104,CITY SUB | First switch now 🔁  🔵 2-1 🟠 #ManCity https://t.co/9f7xsbAwnF
Manchester City,1583838660717588483,2022-10-22 15:12:17+00:00,2453,120,53. Goal for Brighton scored by Trossard.  🔵 2-1 🟠 #ManCity
Manchester City,1583838156356407297,2022-10-22 15:10:17+00:00,3330,257,Erling catching big air! 🛹  🔵 2-0 🟠 #ManCity https://t.co/6M6lISvp6x
Manchester City,1583836798391762950,2022-10-22 15:04:53+00:00,2154,170,"SECOND HALF | Let's go, City! 💪  🔵 2-0 🟠 #ManCity https://t.co/IBoTVi7ANy"
Manchester City,1583832888524492800,2022-10-22 14:49:21+00:00,592,49,Hear what our Matchday Live guests’ have to say about our first-half lead! 🎙 https://t.co/RAXHlNrqXa
Manchester City,1583832682680942592,2022-10-22 14:48:32+00:00,3160,394,HALF-TIME | Leading at the break! 🙌  #ManCity | @NESCAFE https://t.co/noSoyHROzZ
Manchester City,1583831834353225731,2022-10-22 14:45:10+00:00,15350,2410,6⃣0⃣0⃣ goals under @PepTeam! 🤩  🔵 2-0 🟠 #ManCity https://t.co/jtiRcgzDo2
Manchester City,1583831235826417664,2022-10-22 14:42:47+00:00,26459,2172,NEVER IN DOUBT!!!  🔵 2-0 🟠 #ManCity https://t.co/ErIUNx7Kyo
Manchester City,1583830908305813505,2022-10-22 14:41:29+00:00,2101,120,41. VAR is checking a possible penalty after a challenge on Bernardo.  And it's been given. PENALTY TO CITY!  🔵 1-0 🟠 #ManCity https://t.co/SaWIkGf6lX
Manchester City,1583830107029786626,2022-10-22 14:38:18+00:00,2534,157,"""Ber-nar-dooooo!"" 🗣  🔵 1-0 🟠 #ManCity https://t.co/sxPs6P8bkB"
Manchester City,1583828942188064768,2022-10-22 14:33:40+00:00,1359,72,32. SO CLOSE! 😨  @KevinDeBruyne with an effort from within the box - but it's well saved by Sanchez.  🔵 1-0 🟠 #ManCity
Manchester City,1583828336065024000,2022-10-22 14:31:16+00:00,6030,499,#PL goal number 1⃣6⃣ for @ErlingHaaland! 💥  🔵 1-0 🟠 #ManCity https://t.co/jzXEOrmeIN
Manchester City,1583826007471329285,2022-10-22 14:22:00+00:00,23480,2284,HAALAND WITH THE OPENER!!!  🔵 1-0 🟠 #ManCity https://t.co/J0aeyg3P8O
Manchester City,1583824443519795200,2022-10-22 14:15:48+00:00,1465,84,Looking for that breakthrough! 🔍  🔵 0-0 🟠 #ManCity https://t.co/n7OZmi3vbg
Manchester City,1583820795650142208,2022-10-22 14:01:18+00:00,2743,205,KICK-OFF | We're under way at the Etihad!  🔵 0-0 🟠 #ManCity https://t.co/RcXOSI5Dno
Manchester City,1583817430576795648,2022-10-22 13:47:56+00:00,2591,177,Preparing for action! ⚡️  #ManCity https://t.co/CG4BQLx10j
Manchester City,1583814580685664258,2022-10-22 13:36:36+00:00,1372,149,Great to see you all welcoming the team at the Blue Carpet! 👋💙  #ManCity | @okx https://t.co/pORMBshXXG
Manchester City,1583808965959618560,2022-10-22 13:14:17+00:00,7450,465,KDB in the house! 🏠💥  #ManCity https://t.co/CKwyTTiqQv
Manchester City,1583807686457499648,2022-10-22 13:09:12+00:00,4349,326,Afternoon! 👋  #ManCity https://t.co/MNdZrvwfpB
Manchester City,1583805381406789632,2022-10-22 13:00:03+00:00,5321,1163,"🔵 TEAM NEWS 🔵  XI | Ederson, Akanji, Dias, Laporte, Cancelo, Rodrigo, De Bruyne (c), Bernardo, Mahrez, Grealish, Haaland  SUBS | Ortega Moreno, Stones, Ake, Gundogan, Alvarez, Gomez, Foden, Palmer, Lewis  #ManCity | @HaysWorldwide https://t.co/p1txVDwHWp"
Manchester City,1583804953767788546,2022-10-22 12:58:21+00:00,622,61,Tune in to our Matchday Live show for our game against Brighton! 💪  📋 Team news talk 🗣 Pre-match build-up 🎥 Exclusive features  Get involved 👇 https://t.co/KrFsMKnRTm
Manchester City,1583798811696119809,2022-10-22 12:33:56+00:00,1229,81,Victory for @ManCityWomen down in the capital! 🤩 https://t.co/o80wbzttgr
Manchester City,1583797280548978689,2022-10-22 12:27:51+00:00,2037,129,Let's hear your predictions for today's match! 🔮⤵️  🆚 Full-time score ⚽️ First goalscorer 🏅 Man of the Match  #ManCity https://t.co/6U1lyescPJ
Manchester City,1583782720349638656,2022-10-22 11:30:00+00:00,1699,140,It's looking good down at the Etihad for this afternoon! 🌥  #ManCity https://t.co/fzoUqHHG8F
Manchester City,1583775173697626113,2022-10-22 11:00:01+00:00,3867,278,Getting closer to kick-off! ⏳  #ManCity | @Gatorade https://t.co/wfHsoTozJm
Manchester City,1583760075759427584,2022-10-22 10:00:01+00:00,1469,91,Where are you following today's match from? 🌍  Let us know! ⤵️  #ManCity | @etihad https://t.co/FcEhCWLtnE
Manchester City,1583744976311054337,2022-10-22 09:00:01+00:00,754,59,Stay up to date with today's clash with Brighton! 📲  It's all here in our Official App ⤵️
Manchester City,1583716926542721024,2022-10-22 07:08:33+00:00,10290,891,It's match day - and the Seagulls are in town! 👋  #ManCity https://t.co/fZnIbtpC6k
Manchester City,1583529803088596992,2022-10-21 18:45:00+00:00,4682,284,That feeling when you're back at home tomorrow! 🤩  #ManCity https://t.co/dDhPPC7QCi
Manchester City,1583518482980777984,2022-10-21 18:00:01+00:00,1381,88,Full-back 𝐮𝐧𝐢𝐨𝐧! 👊  Former City star Aleksandr Kolarov had high praise for Joao Cancelo ahead of tomorrow's match with Brighton ⤵️
Manchester City,1583488717196595200,2022-10-21 16:01:44+00:00,1259,95,Every single goal scored at home against Brighton in the Premier League! 🍿💙  Watch in full 👇
Manchester City,1583485900226719744,2022-10-21 15:50:33+00:00,4340,169,😀 https://t.co/orISrMGuhb
Manchester City,1583479567540330498,2022-10-21 15:25:23+00:00,9740,497,Putting the work in! ⚡️  #ManCity https://t.co/qwTp4T6KjK
Manchester City,1583478198070743040,2022-10-21 15:19:56+00:00,4405,218,👋 @Mahrez22   #ManCity https://t.co/2TWBZeqGI2
Manchester City,1583475696512294913,2022-10-21 15:10:00+00:00,2675,174,Every day's a school day! 📚  #ManCity | @okx https://t.co/W45fMy3YA7
Manchester City,1583472073095143424,2022-10-21 14:55:36+00:00,2529,171,We're celebrating the #RainbowLaces campaign over the next two match days 🌈  Find out more ⤵️
Manchester City,1583465630115635200,2022-10-21 14:30:00+00:00,1214,46,Good vibes only! 🙌 | @okx https://t.co/kkbBErD5rN
Manchester City,1583461115589107713,2022-10-21 14:12:03+00:00,2713,92,Preparing for Tottenham! 👊 https://t.co/VzGGcfgyib
Manchester City,1583446274744864770,2022-10-21 13:13:05+00:00,1544,93,.@PepTeam shares his thoughts ahead of tomorrow's encounter with Brighton ⤵️  #ManCity | @okx https://t.co/BDu5TOUJz2
Manchester City,1583437672269623301,2022-10-21 12:38:54+00:00,1524,78,PEP 💬 (On Roberto De Zerbi) He is already playing the way he wants to play. His impact here will be massive.  #ManCity
Manchester City,1583436325537316864,2022-10-21 12:33:33+00:00,1182,101,PEP 💬 John [Stones] has been training the last two days. Kalvin [Phillips] is recovering really well.  I didn’t speak with doctors about Kyle [Walker]. Hopefully they can help him.  #ManCity
Manchester City,1583435348436291590,2022-10-21 12:29:40+00:00,839,57,𝗠𝗔𝗡𝗔𝗚𝗘𝗥'𝗦 𝗣𝗥𝗘𝗩𝗜𝗘𝗪  Watch as Pep speaks to the press ahead of our @premierleague clash with Brighton 👇
Manchester City,1583414162079846401,2022-10-21 11:05:29+00:00,763,39,💬 @AlannaKennedy: It's important that we keep building that momentum and keep playing with confidence 👊
Manchester City,1583405041398210560,2022-10-21 10:29:14+00:00,2090,102,Back in @BarclaysWSL action tomorrow! 💥  #ManCity https://t.co/vC274CyD6D
Manchester City,1583382592169967616,2022-10-21 09:00:02+00:00,6349,554,"𝗧𝗵𝗲 𝗣𝗼𝘇𝗻𝗮𝗻  12 years ago today, a craze was born 👇  CITY+ ▶️ https://t.co/uXcqB7WOBB @RecastTV ▶️ https://t.co/BvLDz0KmsB https://t.co/BFIskh1ALH"
Manchester City,1583355210226798592,2022-10-21 07:11:14+00:00,2439,102,Today we are wishing a very Happy Birthday to @jesspark21300! 💙 https://t.co/pXdJyqkgbM
Manchester City,1583156093743775751,2022-10-20 18:00:01+00:00,3612,351,John Stones back in tRAINing! ☔️  Today's fun session in the Manchester rain 👇 https://t.co/Y9dFr8lbfG
Manchester City,1583140830516482048,2022-10-20 16:59:21+00:00,8799,495,Thursday training! ✅ https://t.co/Mcf9hn9uMM
Manchester City,1583110806333317125,2022-10-20 15:00:03+00:00,8481,430,𝐒𝐮𝐩𝐩𝐨𝐫𝐭𝐞𝐫 1. person who exhibits strong interest or admiration for their football team  Example: @PhilFoden 😎 https://t.co/qBlevTUgmq
Manchester City,1583089028143923200,2022-10-20 13:33:31+00:00,1198,62,Gareth Taylor provides a positive squad update ahead of our clash with Spurs! 🙌
Manchester City,1583036588745007104,2022-10-20 10:05:08+00:00,3520,207,.@IlkayGuendogan 💬 'Haaland can be a future Ballon d'Or contender' 🙌  Tap to read 👇
Manchester City,1583010290823991296,2022-10-20 08:20:38+00:00,3184,209,Thanks to all the fans that came to meet @JoleonLescott and the @premierleague trophy at @TotalsportsSA! 🇿🇦  #ManCity https://t.co/JaV0OjB6kf
Manchester City,1582823906238468103,2022-10-19 20:00:01+00:00,724,57,💬 @losada_vicky looks ahead to our clash against Spurs at the weekend and reflects on our first win of the season against Leicester!  Tap to read 👇
Manchester City,1582816351768481814,2022-10-19 19:30:00+00:00,10842,562,Next up: Brighton 👊 https://t.co/Pta7ItF5H9
Manchester City,1582806285631852545,2022-10-19 18:50:00+00:00,24877,996,⚡️ @ErlingHaaland ⚡️ https://t.co/J7X575o9cj
Manchester City,1582803768998957061,2022-10-19 18:40:00+00:00,7061,304,Bernardo ✅ https://t.co/wiu1F2eSlF
Manchester City,1582801254987845633,2022-10-19 18:30:00+00:00,9363,388,🇦🇷✨ https://t.co/fvtDOu32uB
Manchester City,1582798735850946561,2022-10-19 18:20:00+00:00,11992,610,KDB 👑 https://t.co/3RL9aresBn
Manchester City,1582796219700563970,2022-10-19 18:10:00+00:00,3498,181,RODRIG😮‍💨 https://t.co/fVh9FT88GL
Manchester City,1582793703898464262,2022-10-19 18:00:00+00:00,6533,286,Happy Jack! 😊 https://t.co/FT1nhFBnwC
Manchester City,1582791186334392321,2022-10-19 17:50:00+00:00,4787,211,🎱 https://t.co/wmg8UT2bbM
Manchester City,1582788670020386816,2022-10-19 17:40:00+00:00,4732,229,Spotted: Manuel hard at work! 👀 💪 https://t.co/gNfkwkS5ic
Manchester City,1582786153761087491,2022-10-19 17:30:00+00:00,4532,269,🏋️ RM26 🏋️ https://t.co/wLZC30TGQE
Manchester City,1582783636683690000,2022-10-19 17:20:00+00:00,3934,205,Laporte! 🚪 https://t.co/WghBlTvSyf
Manchester City,1582781119803494406,2022-10-19 17:10:00+00:00,7143,341,Focused on the weekend 👊 https://t.co/sBcVey5pOI
Manchester City,1582778605091708935,2022-10-19 17:00:00+00:00,13056,636,We're in safe hands! 🧤 https://t.co/ZfukBmwI7k
Manchester City,1582703455965270018,2022-10-19 12:01:23+00:00,5127,314,.@KevinDeBruyne 💬   '@ErlingHaaland made a great decision joining City' 💪  Tap to read 👇
Manchester City,1582671287285125121,2022-10-19 09:53:34+00:00,851,47,Calling all Junior Cityzens Members! 🚨  Today's your last chance to enter our competition to win a 1v1 #FIFA23 training session with @RyanPessoa or @Shellzz 🙌
Manchester City,1582644567966375938,2022-10-19 08:07:23+00:00,1306,72,The @pumafootball Women’s Away Kit range never looked better! 🔴⚫️
Manchester City,1582396969065947136,2022-10-18 15:43:31+00:00,34299,1510,Where it all started! 💙 https://t.co/huywxZI26r
Manchester City,1582389904553775105,2022-10-18 15:15:27+00:00,3602,184,"Proud, inspiring and one of us! 💙  The people of @PhilFoden's hometown Stockport have their say on the City star ⤵️"
Manchester City,1582356444564824069,2022-10-18 13:02:29+00:00,1130,69,Leila in Manchester 🐝  View the full gallery here 👇
Manchester City,1582340728138698752,2022-10-18 12:00:02+00:00,1557,78,From the City to the Streets – with our @pumafootball Esports Range! 😎🎮
Manchester City,1582328330229104641,2022-10-18 11:10:46+00:00,5437,348,Third place in #BallonDor and breaking records for City! 👊  It's fair to say @KevinDeBruyne is enjoying himself at the moment ⤵️
Manchester City,1582297093791678464,2022-10-18 09:06:39+00:00,1250,70,Josh Wilson-Esbrand spoke to us about what the best part of being a professional footballer is 💬  Read the full interview here ⬇️
Manchester City,1582261408443793409,2022-10-18 06:44:51+00:00,7375,212,Happy Birthday to Esme Morgan! 💙🥳 https://t.co/jOmFUuBnN9
Manchester City,1582135859683684353,2022-10-17 22:25:58+00:00,8640,687,A special evening for all the family! 🤩 💙  @KevinDeBruyne | #BallondOr https://t.co/f8vVCl1hOq
Manchester City,1582127756217049088,2022-10-17 21:53:46+00:00,10072,1461,What a night! 👏 Our highlights reel from the #BallondOr ceremony as we scoop the Club of the Year award! https://t.co/znTpln3mwu
Manchester City,1582101183803506689,2022-10-17 20:08:10+00:00,47067,4416,"Congratulations to @KevinDeBruyne, third in the 2022 #BallondOr! 🤩 https://t.co/2anEF6eVhs"
Manchester City,1582098241419587584,2022-10-17 19:56:29+00:00,10203,834,.@edersonmoraes93 ranked 3rd in 2022 Yashin Trophy! 👏  #BallonDor | #ManCity https://t.co/SFFNpPs7W6
Manchester City,1582097115039166464,2022-10-17 19:52:00+00:00,123008,15095,#BallonDor Club of the Year!!! 🎉 https://t.co/Xt1YQeEWKJ
Manchester City,1582090389137260547,2022-10-17 19:25:17+00:00,948,65,Join in on our #BallondOr quiz! 🤩  Q1: Name 3 players who played alongside @swp29 that have won the Ballon d’Or?  Answers revealed at the end of our live show 👇
Manchester City,1582074289141952512,2022-10-17 18:21:18+00:00,1494,107,Watch live from our Man City app! ▶️   (UK viewers only)  Watch now 👉 https://t.co/6bV2CMtesQ https://t.co/27uDKcw9bT
Manchester City,1582050296775196677,2022-10-17 16:45:58+00:00,670,54,Watch our live show covering the #BallondOr Ceremony! ▶️  ⏰ 19:25 (BST) 🎙 @swp29 &amp; @CasparijKerstin 📺 Watch on our official app  (UK Viewers Only)  Download 👇
Manchester City,1582031180286697472,2022-10-17 15:30:00+00:00,971,73,We took the @premierleague trophy to Oslo for the first time! 🇳🇴  Here's what @OfficialPDickov got up to in the Norwegian capital ⤵️  #ManCity https://t.co/vesYqh9A8s
Manchester City,1582023630724136960,2022-10-17 15:00:00+00:00,1022,63,Hempo's header vs Leicester! 🤩 💙 https://t.co/3yhR2cj8k7
Manchester City,1582009554778214405,2022-10-17 14:04:04+00:00,1296,94,Bunny Shaw scores goals.  #ManCity https://t.co/u7shbLwjkJ
Manchester City,1582000980983312386,2022-10-17 13:30:00+00:00,1721,194,✔️ @BarclaysWSL debut ✔️ First goal for City  All in a day's work for @maybe10_! 💥  #ManCity https://t.co/xpZWXo2R8u
Manchester City,1581993443559018496,2022-10-17 13:00:03+00:00,2035,88,Blue Steel in Oslo - @OfficialPDickov style! 😎🇳🇴  #ManCity | @pumafootball https://t.co/6ZDhNWnklF
Manchester City,1581979852634263552,2022-10-17 12:06:03+00:00,1350,141,"David Silva, one of the most decorated players in our history! 🏆  We're celebrating El Mago's first ever #PL goal today - but where did it all begin? This is our documentary, 'Made in Gran Canaria' ⤵️  CITY+ ▶️ https://t.co/dYhDSpxiAH @RecastTV ▶️ https://t.co/NkSe3VSLDT https://t.co/i1su8FOCxg"
Manchester City,1581963705545216000,2022-10-17 11:01:53+00:00,2581,110,"A story in 3 parts...  You okay, @_esmemorgan? 😂 https://t.co/8HoGPtSkfN"
Manchester City,1581948735445164035,2022-10-17 10:02:24+00:00,1362,98,12 years ago today we beat Blackpool in this classic match! 🤩  Relive the full 90 mins on City+ ▶   Tap to watch 👇
Manchester City,1581941639852998657,2022-10-17 09:34:12+00:00,1708,146,"#OnThisDay in 2010, David Silva scored his first @premierleague goal for City at Blackpool - and some strike it was too! 🤩  Your favourite goal from El Mago? 🤔⤵️  #ManCity https://t.co/AgMfVCUsuJ"
Manchester City,1581933032952549376,2022-10-17 09:00:00+00:00,4670,155,Happy Birthday to @Tommy_Doyle8! 🥳💙 https://t.co/wLM6KuS1J7
Manchester City,1581923305627459585,2022-10-17 08:21:21+00:00,1668,95,Back to the Etihad and a trip to London in the WSL! 💫  That and much more coming up this week ⤵️
Manchester City,1581751844505882635,2022-10-16 21:00:01+00:00,4965,415,A disappointing day at Anfield.   #ManCity https://t.co/XjRm7f0agL
Manchester City,1581714231984259073,2022-10-16 18:30:34+00:00,6278,451,A word from the boss.  🔴 1-0 🐝 #ManCity https://t.co/tlWZDJaMfc
Manchester City,1581702388527730688,2022-10-16 17:43:30+00:00,8362,523,A tough one to take.  🔴 1-0 🐝 #ManCity https://t.co/BBOar1vOc3
Manchester City,1581698874288140289,2022-10-16 17:29:32+00:00,730,61,Let’s head over to the Matchday Live crew for all the reaction to our defeat to Liverpool 💬 https://t.co/8EtE1t76dJ
Manchester City,1581698236699791360,2022-10-16 17:27:00+00:00,19038,1622,FULL-TIME | It ends in defeat at Anfield.  🔴 1-0 🐝 #ManCity https://t.co/N1PhSzy6X1
Manchester City,1581695573693898752,2022-10-16 17:16:25+00:00,1143,80,CITY SUB | A late change 🔄  🔴 1-0 🐝 #ManCity https://t.co/8azdSqg4tJ
Manchester City,1581693176246829056,2022-10-16 17:06:54+00:00,3099,155,Fighting for the equaliser! 👊  🔴 1-0 🐝 #ManCity https://t.co/iaVtbs5H78
Manchester City,1581692036868034560,2022-10-16 17:02:22+00:00,12117,807,76. Goal for Liverpool scored by Salah.  🔴 1-0 🐝 #ManCity
Manchester City,1581689752255811584,2022-10-16 16:53:17+00:00,2233,128,💫  🔴 0-0 🐝 #ManCity https://t.co/DN6rCMK2y0
Manchester City,1581687881839816704,2022-10-16 16:45:52+00:00,2032,132,We keep pushing! 💪  🔴 0-0 🐝 #ManCity https://t.co/yoxOxLaARO
Manchester City,1581686868202389504,2022-10-16 16:41:50+00:00,1967,229,After a VAR check the goal has been chalked off for a foul in the build-up 😞  🔴 0-0 🐝 #ManCity https://t.co/Y5dwwig385
Manchester City,1581686492363386886,2022-10-16 16:40:20+00:00,23294,1359,GET IN PHIL!!!!!!!  🔴 0-1 🐝 #ManCity https://t.co/mChsXkn7Wu
Manchester City,1581685911561334784,2022-10-16 16:38:02+00:00,1830,107,51. SAVE!  Salah gets a clear run at goal and is denied by a superb Ederson save! ⛔️  🔴 0-0 🐝 #ManCity
Manchester City,1581684408792195072,2022-10-16 16:32:03+00:00,1241,119,SECOND HALF | Back under way! 🙌  C'MON CITY!! 💪  🔴 0-0 🐝 #ManCity https://t.co/UVFOBrIjBt
Manchester City,1581681284996370432,2022-10-16 16:19:39+00:00,677,64,It’s time to check in with our Matchday Live guests for their half-time verdict! 🗣 https://t.co/WDSbN0pm9M
Manchester City,1581680476850266112,2022-10-16 16:16:26+00:00,2572,262,HALF-TIME | Goalless at the break 🔒  🔴 0-0 🐝 #ManCity | @NESCAFE https://t.co/vZyS1qPFBo
Manchester City,1581677508566855680,2022-10-16 16:04:38+00:00,1519,92,Pushing for the breakthrough! 🔒  🔴 0-0 🐝 #ManCity https://t.co/gacQq89bKL
Manchester City,1581675168891445254,2022-10-16 15:55:21+00:00,1599,119,Battling away at Anfield! 💪  🔴 0-0 🐝 #ManCity https://t.co/7SX7OZ8JVl
Manchester City,1581672493730783233,2022-10-16 15:44:43+00:00,2206,164,Searching for the opening goal! 👊  🔴 0-0 🐝 #ManCity https://t.co/aSjzsE0zVu
Manchester City,1581671150098472960,2022-10-16 15:39:22+00:00,1289,60,9. After a lively start we're starting to settle into steady possession. No chances so far for either side 🤝  🔴 0-0 🐝 #ManCity
Manchester City,1581668890660130821,2022-10-16 15:30:24+00:00,1696,205,KICK-OFF | Away we go at Anfield! 👊  🔴 0-0 🐝 #ManCity https://t.co/FXf3H7U9SB
Manchester City,1581667611242553344,2022-10-16 15:25:19+00:00,1714,111,5️⃣ minutes until KO!   Let's get your predictions! 👇  #ManCity https://t.co/aCpVeFVsAU
Manchester City,1581663912600436736,2022-10-16 15:10:37+00:00,6921,403,Not long now! ⌛️  #ManCity https://t.co/KFqzNoaY0W
Manchester City,1581662044398694402,2022-10-16 15:03:11+00:00,1546,105,💪💪💪 https://t.co/u2YPFaoSJy
Manchester City,1581661263326633985,2022-10-16 15:00:05+00:00,6525,388,😁 @PepTeam 😁  #ManCity https://t.co/AFZe1W8T77
Manchester City,1581656425842892802,2022-10-16 14:40:52+00:00,3146,358,Anfield 📍  #ManCity https://t.co/8csFmZBNI4
Manchester City,1581653816113385478,2022-10-16 14:30:30+00:00,11219,2547,"🔵 TEAM NEWS 🔵  XI | Ederson, Akanji, Dias, Ake, Cancelo, Rodrigo, De Bruyne, Gundogan (C), Bernardo, Haaland, Foden  SUBS | Ortega Moreno, Grealish, Alvarez, Gomez, Laporte, Mahrez, Palmer, Lewis, Wilson-Esbrand  #ManCity | @HaysWorldwide https://t.co/PzQuOFuPPI"
Manchester City,1581649915830095873,2022-10-16 14:15:00+00:00,5629,258,Pick your XI to start today! 👇  #ManCity https://t.co/xpIb6U8PXb
Manchester City,1581645386023936000,2022-10-16 13:57:00+00:00,1457,104,"A precise strike from @PhilFoden at Anfield! 🎯  Once you've enjoyed that, tap below to head to our Matchday Centre for all the coverage of today's game! 👇"
Manchester City,1581638592396304384,2022-10-16 13:30:00+00:00,1656,118,Today's weather report 🌦  #ManCity https://t.co/oypTD4K25G
Manchester City,1581633321439633410,2022-10-16 13:09:03+00:00,567,51,"Good luck, girls! 💙  Watch it live 📺  CITY+ ▶️ https://t.co/k3cx9viC0w @RecastTV ▶️ https://t.co/nZeoLLVLv3 https://t.co/3EDuu2DdCq"
Manchester City,1581628525039214593,2022-10-16 12:50:00+00:00,3112,169,Where are you watching from today? 🗺  Show us your flags! 👇  #ManCity | @etihad https://t.co/AGWuEhaQAW
Manchester City,1581623493099016192,2022-10-16 12:30:00+00:00,8856,525,It's almost time! ⌛️  #ManCity | @Gatorade https://t.co/CsQWrmIpJp
Manchester City,1581585747257151489,2022-10-16 10:00:01+00:00,1240,97,This is @Cisco Stat Chat! 📊  All the key numbers ahead of today’s trip to Anfield featuring predictions from Nedum Onuoha 🤔 https://t.co/BZTsh99ZKW
Manchester City,1581570651705380864,2022-10-16 09:00:02+00:00,3878,554,Time for another one! 👊  #ManCity https://t.co/jByjBhvHMe
Manchester City,1581563148909289472,2022-10-16 08:30:13+00:00,1186,97,Everything you need for today's clash with Liverpool! 📲  Download our official app! 👇
Manchester City,1581540447532462082,2022-10-16 07:00:00+00:00,15927,1722,🔴 MATCHDAY 🐝  We travel to Anfield in the @premierleague 👊  #ManCity https://t.co/BfSDfgwql9
Manchester City,1581366801061011461,2022-10-15 19:30:00+00:00,14108,1064,Tomorrow... 👊 https://t.co/H7HdhCUyl0
Manchester City,1581362782733303815,2022-10-15 19:14:02+00:00,1080,75,.@JoleonLescott spent time with an inspiring group of #CityzensGiving Young Leaders as part of the Trophy Tour in Cape Town! 🙌  @Xylem | #LetsSolveWater
Manchester City,1581329059723763712,2022-10-15 17:00:02+00:00,10837,1192,A mesmerising run from @BernardoCSilva on our last trip to Anfield! 🤯 https://t.co/u1jik5vY0y
Manchester City,1581314196708675586,2022-10-15 16:00:58+00:00,23352,2353,Howzit Cape Town! 👋  So exciting to bring the Premier League 🏆 to the Mother City for the first time! 💙 https://t.co/CWTADPG8yP
